itemid,datasetid,hasbird
33395,ff1010bird,1
73106,ff1010bird,0
100276,ff1010bird,1
49613,ff1010bird,0
162733,ff1010bird,0
52788,ff1010bird,0
45637,ff1010bird,0
107216,ff1010bird,0
161896,ff1010bird,0
169230,ff1010bird,0
111174,ff1010bird,0
155300,ff1010bird,1
17853,ff1010bird,0
63741,ff1010bird,0
51034,ff1010bird,0
187655,ff1010bird,0
184207,ff1010bird,1
145524,ff1010bird,1
176594,ff1010bird,0
126007,ff1010bird,0
169637,ff1010bird,0
111212,ff1010bird,0
58559,ff1010bird,1
102724,ff1010bird,1
173337,ff1010bird,1
157162,ff1010bird,1
187473,ff1010bird,1
56877,ff1010bird,0
123899,ff1010bird,1
73274,ff1010bird,1
189509,ff1010bird,1
97607,ff1010bird,0
146846,ff1010bird,0
65991,ff1010bird,0
89961,ff1010bird,1
43549,ff1010bird,1
157193,ff1010bird,1
177190,ff1010bird,0
172767,ff1010bird,0
25021,ff1010bird,0
66597,ff1010bird,0
122956,ff1010bird,0
68034,ff1010bird,0
58496,ff1010bird,0
51632,ff1010bird,0
137736,ff1010bird,0
108357,ff1010bird,0
123440,ff1010bird,0
111171,ff1010bird,0
69654,ff1010bird,1
60575,ff1010bird,0
43357,ff1010bird,0
36865,ff1010bird,1
130542,ff1010bird,1
77747,ff1010bird,0
27232,ff1010bird,0
44125,ff1010bird,0
62932,ff1010bird,0
131111,ff1010bird,0
138229,ff1010bird,1
175904,ff1010bird,0
113341,ff1010bird,0
74383,ff1010bird,0
190680,ff1010bird,1
155202,ff1010bird,0
54885,ff1010bird,0
63740,ff1010bird,0
52835,ff1010bird,1
157897,ff1010bird,1
59728,ff1010bird,0
145530,ff1010bird,0
111005,ff1010bird,1
147958,ff1010bird,1
184349,ff1010bird,1
55494,ff1010bird,0
65252,ff1010bird,0
22160,ff1010bird,0
195739,ff1010bird,0
78648,ff1010bird,1
64485,ff1010bird,0
62277,ff1010bird,1
26269,ff1010bird,0
48653,ff1010bird,0
87405,ff1010bird,0
70952,ff1010bird,0
126840,ff1010bird,0
178022,ff1010bird,0
114628,ff1010bird,0
172451,ff1010bird,0
36481,ff1010bird,0
125423,ff1010bird,1
58364,ff1010bird,1
147931,ff1010bird,0
72811,ff1010bird,1
15469,ff1010bird,1
145081,ff1010bird,1
110990,ff1010bird,1
62027,ff1010bird,0
113997,ff1010bird,0
145523,ff1010bird,0
56410,ff1010bird,1
78786,ff1010bird,0
63730,ff1010bird,0
101412,ff1010bird,1
174644,ff1010bird,0
161608,ff1010bird,0
67883,ff1010bird,0
52790,ff1010bird,0
140707,ff1010bird,1
48927,ff1010bird,0
46874,ff1010bird,0
122185,ff1010bird,0
132983,ff1010bird,0
113339,ff1010bird,0
174026,ff1010bird,1
95050,ff1010bird,1
156127,ff1010bird,0
124689,ff1010bird,0
39894,ff1010bird,1
192787,ff1010bird,1
191090,ff1010bird,0
94827,ff1010bird,0
56747,ff1010bird,0
50126,ff1010bird,0
25579,ff1010bird,0
46938,ff1010bird,0
104483,ff1010bird,1
176593,ff1010bird,0
164169,ff1010bird,0
158614,ff1010bird,0
94411,ff1010bird,0
107225,ff1010bird,0
108356,ff1010bird,0
21771,ff1010bird,1
7993,ff1010bird,0
146698,ff1010bird,0
156042,ff1010bird,0
126825,ff1010bird,0
172449,ff1010bird,1
44682,ff1010bird,0
192152,ff1010bird,1
164810,ff1010bird,0
169620,ff1010bird,0
165877,ff1010bird,0
56416,ff1010bird,0
63755,ff1010bird,0
193480,ff1010bird,0
64166,ff1010bird,0
69963,ff1010bird,0
157908,ff1010bird,0
44977,ff1010bird,0
35723,ff1010bird,0
72937,ff1010bird,0
62833,ff1010bird,0
24718,ff1010bird,0
132987,ff1010bird,0
71342,ff1010bird,0
75071,ff1010bird,0
73495,ff1010bird,0
100250,ff1010bird,1
141859,ff1010bird,0
32330,ff1010bird,1
69236,ff1010bird,0
90353,ff1010bird,0
161883,ff1010bird,0
105270,ff1010bird,0
71761,ff1010bird,0
89441,ff1010bird,1
64165,ff1010bird,0
86961,ff1010bird,0
157369,ff1010bird,1
79120,ff1010bird,0
7888,ff1010bird,0
20207,ff1010bird,1
86731,ff1010bird,0
65340,ff1010bird,0
160566,ff1010bird,0
184230,ff1010bird,0
160569,ff1010bird,1
125070,ff1010bird,0
94763,ff1010bird,0
89685,ff1010bird,0
188471,ff1010bird,0
143964,ff1010bird,0
189810,ff1010bird,0
145777,ff1010bird,0
38237,ff1010bird,0
114629,ff1010bird,0
86768,ff1010bird,0
73418,ff1010bird,0
165279,ff1010bird,1
51413,ff1010bird,0
38290,ff1010bird,0
127294,ff1010bird,0
1044,ff1010bird,0
53690,ff1010bird,1
113338,ff1010bird,0
14522,ff1010bird,0
113486,ff1010bird,0
158434,ff1010bird,0
95533,ff1010bird,0
22350,ff1010bird,0
44250,ff1010bird,0
160519,ff1010bird,0
176242,ff1010bird,0
36479,ff1010bird,0
54197,ff1010bird,0
128005,ff1010bird,0
50933,ff1010bird,0
66620,ff1010bird,0
149254,ff1010bird,0
22424,ff1010bird,1
123225,ff1010bird,1
54161,ff1010bird,1
63729,ff1010bird,1
107223,ff1010bird,0
69874,ff1010bird,0
115870,ff1010bird,1
152778,ff1010bird,0
125227,ff1010bird,0
73273,ff1010bird,0
160532,ff1010bird,0
38692,ff1010bird,0
177137,ff1010bird,0
125740,ff1010bird,0
187079,ff1010bird,0
168074,ff1010bird,0
124690,ff1010bird,0
141378,ff1010bird,0
119160,ff1010bird,1
17505,ff1010bird,1
88572,ff1010bird,0
38885,ff1010bird,0
153486,ff1010bird,0
72265,ff1010bird,1
110646,ff1010bird,1
140044,ff1010bird,0
139095,ff1010bird,0
112250,ff1010bird,0
121220,ff1010bird,0
49853,ff1010bird,0
78804,ff1010bird,1
146710,ff1010bird,1
102077,ff1010bird,0
64464,ff1010bird,0
178424,ff1010bird,1
52075,ff1010bird,1
104430,ff1010bird,1
72219,ff1010bird,0
51693,ff1010bird,1
110118,ff1010bird,1
143961,ff1010bird,0
14387,ff1010bird,0
125204,ff1010bird,0
93345,ff1010bird,0
36487,ff1010bird,0
80685,ff1010bird,1
61606,ff1010bird,1
103589,ff1010bird,0
87952,ff1010bird,0
173890,ff1010bird,0
167434,ff1010bird,1
99451,ff1010bird,0
94636,ff1010bird,0
48159,ff1010bird,0
95858,ff1010bird,1
74926,ff1010bird,0
61602,ff1010bird,0
54196,ff1010bird,1
25945,ff1010bird,1
111000,ff1010bird,0
101411,ff1010bird,1
87128,ff1010bird,0
182314,ff1010bird,1
133818,ff1010bird,0
102114,ff1010bird,1
64170,ff1010bird,0
82694,ff1010bird,0
66955,ff1010bird,1
67196,ff1010bird,0
88578,ff1010bird,0
54956,ff1010bird,0
194844,ff1010bird,0
155248,ff1010bird,1
78096,ff1010bird,0
17913,ff1010bird,0
133096,ff1010bird,0
68150,ff1010bird,0
39986,ff1010bird,0
169352,ff1010bird,0
184196,ff1010bird,1
165342,ff1010bird,0
127247,ff1010bird,0
92819,ff1010bird,0
43694,ff1010bird,0
178485,ff1010bird,1
24943,ff1010bird,0
53581,ff1010bird,0
140818,ff1010bird,0
101316,ff1010bird,0
81863,ff1010bird,1
54942,ff1010bird,0
54856,ff1010bird,0
33772,ff1010bird,0
11682,ff1010bird,1
73386,ff1010bird,1
127246,ff1010bird,0
66154,ff1010bird,0
164180,ff1010bird,1
15541,ff1010bird,1
120905,ff1010bird,1
127317,ff1010bird,1
124489,ff1010bird,0
133093,ff1010bird,0
91757,ff1010bird,0
69947,ff1010bird,1
39930,ff1010bird,0
54900,ff1010bird,0
90412,ff1010bird,1
113442,ff1010bird,1
18757,ff1010bird,0
95948,ff1010bird,0
127890,ff1010bird,1
90297,ff1010bird,0
48398,ff1010bird,1
146857,ff1010bird,0
141161,ff1010bird,0
157600,ff1010bird,0
161579,ff1010bird,0
157305,ff1010bird,0
162127,ff1010bird,0
67771,ff1010bird,0
38683,ff1010bird,0
65331,ff1010bird,0
159435,ff1010bird,0
115872,ff1010bird,0
42804,ff1010bird,0
159171,ff1010bird,0
134077,ff1010bird,1
43620,ff1010bird,0
38938,ff1010bird,0
161618,ff1010bird,0
57047,ff1010bird,0
42814,ff1010bird,0
25524,ff1010bird,0
64395,ff1010bird,0
64192,ff1010bird,0
138434,ff1010bird,0
43824,ff1010bird,0
97587,ff1010bird,1
47353,ff1010bird,0
130151,ff1010bird,1
78097,ff1010bird,1
127522,ff1010bird,0
150946,ff1010bird,0
106559,ff1010bird,0
18905,ff1010bird,0
90360,ff1010bird,0
128616,ff1010bird,0
42194,ff1010bird,0
157648,ff1010bird,0
19257,ff1010bird,1
76084,ff1010bird,1
190606,ff1010bird,0
63735,ff1010bird,0
184818,ff1010bird,1
124675,ff1010bird,0
147946,ff1010bird,0
76236,ff1010bird,0
20191,ff1010bird,0
46349,ff1010bird,0
36739,ff1010bird,0
66758,ff1010bird,0
80713,ff1010bird,0
126157,ff1010bird,1
134968,ff1010bird,0
128940,ff1010bird,0
161278,ff1010bird,0
39731,ff1010bird,0
51492,ff1010bird,0
74467,ff1010bird,0
74823,ff1010bird,0
171746,ff1010bird,0
166894,ff1010bird,0
36759,ff1010bird,0
49140,ff1010bird,1
113436,ff1010bird,1
159439,ff1010bird,0
127346,ff1010bird,0
119501,ff1010bird,1
56418,ff1010bird,0
52077,ff1010bird,0
143294,ff1010bird,0
93055,ff1010bird,0
49252,ff1010bird,0
56511,ff1010bird,1
155232,ff1010bird,1
62276,ff1010bird,1
41180,ff1010bird,0
52871,ff1010bird,0
61180,ff1010bird,0
139988,ff1010bird,0
76437,ff1010bird,1
73253,ff1010bird,0
41502,ff1010bird,0
156415,ff1010bird,0
29650,ff1010bird,0
74479,ff1010bird,0
91270,ff1010bird,1
130076,ff1010bird,0
133083,ff1010bird,0
1051,ff1010bird,1
112202,ff1010bird,1
99231,ff1010bird,1
42366,ff1010bird,0
69242,ff1010bird,0
71376,ff1010bird,1
76322,ff1010bird,0
146197,ff1010bird,0
92821,ff1010bird,0
173445,ff1010bird,1
140346,ff1010bird,0
55107,ff1010bird,0
16784,ff1010bird,0
32588,ff1010bird,1
55168,ff1010bird,0
169576,ff1010bird,0
137151,ff1010bird,0
165019,ff1010bird,0
55114,ff1010bird,0
133747,ff1010bird,0
152548,ff1010bird,0
94835,ff1010bird,0
173900,ff1010bird,0
43724,ff1010bird,0
137072,ff1010bird,1
186771,ff1010bird,1
156594,ff1010bird,0
15223,ff1010bird,1
53493,ff1010bird,0
28808,ff1010bird,0
44187,ff1010bird,0
55374,ff1010bird,0
72015,ff1010bird,0
59200,ff1010bird,0
78390,ff1010bird,0
133095,ff1010bird,0
127617,ff1010bird,0
62057,ff1010bird,0
54918,ff1010bird,1
164875,ff1010bird,1
78650,ff1010bird,1
11695,ff1010bird,0
161927,ff1010bird,0
31225,ff1010bird,0
55440,ff1010bird,0
31250,ff1010bird,1
74216,ff1010bird,0
105026,ff1010bird,0
118899,ff1010bird,1
187210,ff1010bird,0
127379,ff1010bird,1
158595,ff1010bird,0
172520,ff1010bird,0
113349,ff1010bird,0
11699,ff1010bird,0
39982,ff1010bird,0
156147,ff1010bird,0
45906,ff1010bird,1
31677,ff1010bird,1
111201,ff1010bird,0
156946,ff1010bird,0
8060,ff1010bird,1
43714,ff1010bird,0
146194,ff1010bird,0
70326,ff1010bird,0
157511,ff1010bird,0
21683,ff1010bird,0
176089,ff1010bird,0
160016,ff1010bird,0
58238,ff1010bird,0
186944,ff1010bird,0
146868,ff1010bird,1
184228,ff1010bird,0
28314,ff1010bird,0
175965,ff1010bird,0
126039,ff1010bird,0
62488,ff1010bird,0
127229,ff1010bird,0
93648,ff1010bird,0
24054,ff1010bird,0
43114,ff1010bird,0
49768,ff1010bird,0
120830,ff1010bird,1
157911,ff1010bird,0
164375,ff1010bird,0
7313,ff1010bird,0
35058,ff1010bird,0
66737,ff1010bird,0
115413,ff1010bird,0
16673,ff1010bird,0
106239,ff1010bird,0
171305,ff1010bird,0
140720,ff1010bird,0
98852,ff1010bird,0
169926,ff1010bird,0
78389,ff1010bird,1
124491,ff1010bird,1
190653,ff1010bird,0
60134,ff1010bird,0
28464,ff1010bird,0
112398,ff1010bird,0
127244,ff1010bird,0
28167,ff1010bird,0
25903,ff1010bird,0
51024,ff1010bird,1
2532,ff1010bird,0
54540,ff1010bird,0
173906,ff1010bird,0
146861,ff1010bird,0
63846,ff1010bird,1
64189,ff1010bird,0
127307,ff1010bird,0
42540,ff1010bird,0
81272,ff1010bird,0
57065,ff1010bird,0
118583,ff1010bird,0
77647,ff1010bird,0
185140,ff1010bird,0
71754,ff1010bird,1
55510,ff1010bird,0
63354,ff1010bird,0
61238,ff1010bird,0
174469,ff1010bird,0
127719,ff1010bird,0
23454,ff1010bird,0
2529,ff1010bird,0
118898,ff1010bird,1
52874,ff1010bird,0
130015,ff1010bird,0
73211,ff1010bird,1
86755,ff1010bird,0
33314,ff1010bird,0
17091,ff1010bird,0
112188,ff1010bird,0
182696,ff1010bird,1
188252,ff1010bird,1
56361,ff1010bird,0
109089,ff1010bird,0
20692,ff1010bird,0
54045,ff1010bird,1
141978,ff1010bird,0
56546,ff1010bird,1
108767,ff1010bird,1
73277,ff1010bird,0
101455,ff1010bird,1
104505,ff1010bird,1
151830,ff1010bird,0
147942,ff1010bird,0
128104,ff1010bird,0
171005,ff1010bird,0
145553,ff1010bird,0
85423,ff1010bird,0
162719,ff1010bird,0
191747,ff1010bird,0
22518,ff1010bird,0
173841,ff1010bird,1
127620,ff1010bird,0
64167,ff1010bird,0
25580,ff1010bird,0
118741,ff1010bird,0
141992,ff1010bird,0
66104,ff1010bird,0
195071,ff1010bird,0
52407,ff1010bird,1
122328,ff1010bird,0
127796,ff1010bird,0
115414,ff1010bird,1
127266,ff1010bird,0
19938,ff1010bird,0
138235,ff1010bird,0
127590,ff1010bird,0
54162,ff1010bird,0
96657,ff1010bird,0
162230,ff1010bird,1
156037,ff1010bird,0
41487,ff1010bird,0
61048,ff1010bird,1
68395,ff1010bird,0
144343,ff1010bird,1
87408,ff1010bird,0
139104,ff1010bird,1
189180,ff1010bird,1
58157,ff1010bird,0
161816,ff1010bird,1
167518,ff1010bird,1
95625,ff1010bird,0
80776,ff1010bird,0
79706,ff1010bird,0
192599,ff1010bird,0
132362,ff1010bird,0
124485,ff1010bird,1
185198,ff1010bird,0
124674,ff1010bird,0
90344,ff1010bird,0
117501,ff1010bird,0
187005,ff1010bird,1
105080,ff1010bird,1
52046,ff1010bird,0
31526,ff1010bird,0
93450,ff1010bird,0
56874,ff1010bird,1
161583,ff1010bird,0
88575,ff1010bird,0
59726,ff1010bird,1
115351,ff1010bird,0
30787,ff1010bird,0
89438,ff1010bird,0
180050,ff1010bird,0
80703,ff1010bird,1
54539,ff1010bird,0
121569,ff1010bird,0
143285,ff1010bird,0
17156,ff1010bird,0
113322,ff1010bird,0
155233,ff1010bird,1
127308,ff1010bird,0
165386,ff1010bird,0
75300,ff1010bird,0
125211,ff1010bird,0
130874,ff1010bird,1
55177,ff1010bird,0
184659,ff1010bird,0
43890,ff1010bird,0
115521,ff1010bird,0
48568,ff1010bird,0
114522,ff1010bird,1
12727,ff1010bird,0
71241,ff1010bird,0
131980,ff1010bird,0
117147,ff1010bird,0
109091,ff1010bird,0
97606,ff1010bird,0
59043,ff1010bird,1
41719,ff1010bird,0
174496,ff1010bird,0
76714,ff1010bird,0
113333,ff1010bird,0
102857,ff1010bird,0
191927,ff1010bird,0
127264,ff1010bird,0
140712,ff1010bird,0
21107,ff1010bird,1
96920,ff1010bird,0
135877,ff1010bird,0
62241,ff1010bird,0
175296,ff1010bird,1
127309,ff1010bird,0
73081,ff1010bird,0
81209,ff1010bird,0
111028,ff1010bird,1
124683,ff1010bird,0
52043,ff1010bird,0
181362,ff1010bird,0
38296,ff1010bird,1
164385,ff1010bird,1
140816,ff1010bird,0
155127,ff1010bird,0
160014,ff1010bird,1
127611,ff1010bird,0
117408,ff1010bird,1
187657,ff1010bird,0
147926,ff1010bird,0
44882,ff1010bird,0
158596,ff1010bird,0
127563,ff1010bird,0
126156,ff1010bird,0
111001,ff1010bird,0
120325,ff1010bird,1
154976,ff1010bird,1
188494,ff1010bird,0
38109,ff1010bird,1
41362,ff1010bird,0
33391,ff1010bird,0
161890,ff1010bird,0
113326,ff1010bird,0
127839,ff1010bird,0
140503,ff1010bird,1
143299,ff1010bird,0
75223,ff1010bird,0
72559,ff1010bird,0
147924,ff1010bird,0
46084,ff1010bird,0
73107,ff1010bird,0
128239,ff1010bird,0
112589,ff1010bird,0
150873,ff1010bird,1
128917,ff1010bird,0
57031,ff1010bird,0
32492,ff1010bird,0
164929,ff1010bird,0
76367,ff1010bird,0
11690,ff1010bird,0
128939,ff1010bird,1
40700,ff1010bird,0
181929,ff1010bird,0
124680,ff1010bird,0
61637,ff1010bird,0
152546,ff1010bird,1
41190,ff1010bird,0
168895,ff1010bird,0
190734,ff1010bird,0
169575,ff1010bird,0
161621,ff1010bird,0
34094,ff1010bird,0
157469,ff1010bird,0
74945,ff1010bird,1
57604,ff1010bird,0
177301,ff1010bird,0
156043,ff1010bird,0
171040,ff1010bird,0
56910,ff1010bird,0
162562,ff1010bird,1
18042,ff1010bird,0
153500,ff1010bird,1
139768,ff1010bird,0
65882,ff1010bird,1
45480,ff1010bird,1
147948,ff1010bird,0
60081,ff1010bird,0
172314,ff1010bird,0
55729,ff1010bird,0
140043,ff1010bird,0
164206,ff1010bird,0
73188,ff1010bird,1
25590,ff1010bird,0
167364,ff1010bird,0
19999,ff1010bird,1
164903,ff1010bird,0
90357,ff1010bird,0
164373,ff1010bird,0
44123,ff1010bird,0
157474,ff1010bird,0
127841,ff1010bird,0
20017,ff1010bird,0
106558,ff1010bird,1
107612,ff1010bird,0
16995,ff1010bird,0
169152,ff1010bird,0
57027,ff1010bird,0
169181,ff1010bird,0
136605,ff1010bird,0
178023,ff1010bird,0
169763,ff1010bird,0
51688,ff1010bird,0
59963,ff1010bird,0
131712,ff1010bird,0
29606,ff1010bird,0
148327,ff1010bird,0
58273,ff1010bird,0
185132,ff1010bird,0
17092,ff1010bird,0
46236,ff1010bird,1
126186,ff1010bird,1
40830,ff1010bird,1
155097,ff1010bird,0
48989,ff1010bird,0
171608,ff1010bird,0
95254,ff1010bird,0
194673,ff1010bird,1
25381,ff1010bird,0
184638,ff1010bird,0
165287,ff1010bird,0
91993,ff1010bird,0
48157,ff1010bird,0
137737,ff1010bird,1
127436,ff1010bird,0
187832,ff1010bird,0
115408,ff1010bird,0
64164,ff1010bird,0
165170,ff1010bird,0
160529,ff1010bird,0
158746,ff1010bird,1
104428,ff1010bird,1
166330,ff1010bird,0
186340,ff1010bird,0
157644,ff1010bird,0
54538,ff1010bird,1
33394,ff1010bird,1
11505,ff1010bird,0
55512,ff1010bird,0
40835,ff1010bird,1
162690,ff1010bird,0
155208,ff1010bird,0
126856,ff1010bird,0
192863,ff1010bird,0
49662,ff1010bird,0
132836,ff1010bird,0
15293,ff1010bird,0
161928,ff1010bird,0
159695,ff1010bird,0
73518,ff1010bird,0
121553,ff1010bird,1
166203,ff1010bird,0
177610,ff1010bird,1
127296,ff1010bird,1
21435,ff1010bird,0
149186,ff1010bird,0
73103,ff1010bird,0
147947,ff1010bird,0
109152,ff1010bird,0
22437,ff1010bird,0
63248,ff1010bird,0
195198,ff1010bird,1
104488,ff1010bird,0
28204,ff1010bird,0
99450,ff1010bird,0
104584,ff1010bird,0
127272,ff1010bird,0
86643,ff1010bird,0
111037,ff1010bird,1
140703,ff1010bird,1
91973,ff1010bird,1
14313,ff1010bird,0
127184,ff1010bird,0
77665,ff1010bird,0
12728,ff1010bird,0
64163,ff1010bird,0
124588,ff1010bird,0
17508,ff1010bird,1
125118,ff1010bird,0
146848,ff1010bird,0
98212,ff1010bird,0
54525,ff1010bird,1
77463,ff1010bird,0
55509,ff1010bird,0
3185,ff1010bird,1
161681,ff1010bird,0
191429,ff1010bird,0
39975,ff1010bird,0
165289,ff1010bird,0
159170,ff1010bird,0
60051,ff1010bird,0
17076,ff1010bird,0
19913,ff1010bird,0
86642,ff1010bird,0
167061,ff1010bird,0
170482,ff1010bird,0
75299,ff1010bird,0
137968,ff1010bird,0
52185,ff1010bird,1
104608,ff1010bird,1
118419,ff1010bird,0
36628,ff1010bird,0
140845,ff1010bird,0
127241,ff1010bird,0
98154,ff1010bird,1
121221,ff1010bird,0
47703,ff1010bird,0
157397,ff1010bird,0
148355,ff1010bird,0
114492,ff1010bird,0
65677,ff1010bird,0
158601,ff1010bird,0
188825,ff1010bird,1
127289,ff1010bird,0
26906,ff1010bird,0
39979,ff1010bird,0
132980,ff1010bird,0
39671,ff1010bird,1
55113,ff1010bird,0
40829,ff1010bird,1
72013,ff1010bird,0
171019,ff1010bird,0
146211,ff1010bird,0
75095,ff1010bird,0
89960,ff1010bird,0
156036,ff1010bird,0
162818,ff1010bird,0
124098,ff1010bird,1
127375,ff1010bird,0
42542,ff1010bird,0
147934,ff1010bird,0
57609,ff1010bird,1
34197,ff1010bird,1
179344,ff1010bird,1
63725,ff1010bird,0
86648,ff1010bird,0
134068,ff1010bird,0
117150,ff1010bird,0
94914,ff1010bird,1
74845,ff1010bird,0
145472,ff1010bird,0
38283,ff1010bird,1
64149,ff1010bird,0
66415,ff1010bird,1
73276,ff1010bird,0
145490,ff1010bird,0
34112,ff1010bird,1
74943,ff1010bird,1
59492,ff1010bird,1
192525,ff1010bird,0
63718,ff1010bird,0
127359,ff1010bird,0
159493,ff1010bird,0
184220,ff1010bird,0
82807,ff1010bird,0
149011,ff1010bird,1
132048,ff1010bird,0
162223,ff1010bird,0
90358,ff1010bird,0
62256,ff1010bird,1
99229,ff1010bird,1
116221,ff1010bird,1
98192,ff1010bird,0
125073,ff1010bird,0
70306,ff1010bird,1
71706,ff1010bird,1
66053,ff1010bird,0
145546,ff1010bird,0
127382,ff1010bird,0
38585,ff1010bird,0
127626,ff1010bird,0
180025,ff1010bird,0
191925,ff1010bird,0
137893,ff1010bird,0
135579,ff1010bird,1
172883,ff1010bird,0
45995,ff1010bird,0
39653,ff1010bird,1
55019,ff1010bird,0
45436,ff1010bird,0
99453,ff1010bird,1
156673,ff1010bird,0
17852,ff1010bird,0
44626,ff1010bird,1
108759,ff1010bird,1
172649,ff1010bird,0
36344,ff1010bird,1
371,ff1010bird,0
55508,ff1010bird,0
61630,ff1010bird,0
28287,ff1010bird,1
116220,ff1010bird,1
36485,ff1010bird,0
130135,ff1010bird,0
161880,ff1010bird,0
90298,ff1010bird,0
56370,ff1010bird,0
127261,ff1010bird,0
89111,ff1010bird,0
185133,ff1010bird,0
85161,ff1010bird,0
62679,ff1010bird,0
141166,ff1010bird,0
54902,ff1010bird,0
76448,ff1010bird,0
38883,ff1010bird,0
189237,ff1010bird,0
19797,ff1010bird,0
102113,ff1010bird,0
150189,ff1010bird,1
174043,ff1010bird,0
165996,ff1010bird,0
61517,ff1010bird,0
57777,ff1010bird,0
103352,ff1010bird,0
127729,ff1010bird,0
48519,ff1010bird,0
182525,ff1010bird,0
190683,ff1010bird,0
100860,ff1010bird,1
107212,ff1010bird,0
95695,ff1010bird,0
186860,ff1010bird,1
146274,ff1010bird,0
38643,ff1010bird,0
126544,ff1010bird,0
133471,ff1010bird,0
118788,ff1010bird,0
182800,ff1010bird,0
38275,ff1010bird,1
157862,ff1010bird,0
72220,ff1010bird,0
58173,ff1010bird,0
32490,ff1010bird,0
28221,ff1010bird,1
21684,ff1010bird,0
117891,ff1010bird,0
72005,ff1010bird,0
86767,ff1010bird,0
148228,ff1010bird,0
38647,ff1010bird,0
32550,ff1010bird,1
39651,ff1010bird,1
151816,ff1010bird,0
132934,ff1010bird,0
44088,ff1010bird,0
144018,ff1010bird,0
63585,ff1010bird,0
20381,ff1010bird,0
110920,ff1010bird,1
42116,ff1010bird,0
164188,ff1010bird,0
98452,ff1010bird,1
147673,ff1010bird,0
155220,ff1010bird,1
16993,ff1010bird,0
72516,ff1010bird,0
17057,ff1010bird,0
149083,ff1010bird,0
128703,ff1010bird,0
56963,ff1010bird,0
168693,ff1010bird,0
188508,ff1010bird,0
56519,ff1010bird,0
176966,ff1010bird,1
71120,ff1010bird,0
24025,ff1010bird,0
20788,ff1010bird,0
174021,ff1010bird,0
50913,ff1010bird,1
