itemid,datasetid,hasbird
02947c39-ea11-46a3-a93d-69317971b72c,BirdVox-DCASE-20k,0
0295b3a6-df17-48ca-a0d0-aabd1904938c,BirdVox-DCASE-20k,1
029838f5-cf7d-4534-a460-2b7f1b88a5db,BirdVox-DCASE-20k,0
029cb317-190a-4fee-a800-3daeb18630c6,BirdVox-DCASE-20k,1
029e5492-9d08-4474-ab81-0f9358eed497,BirdVox-DCASE-20k,1
029e6621-840e-4cbd-a9ab-f22caa8d6191,BirdVox-DCASE-20k,0
02a5d2cf-abae-4932-a7b5-ff1f4a93ac0d,BirdVox-DCASE-20k,0
02aa32dd-68d9-4aa7-a315-a7bf2c587f20,BirdVox-DCASE-20k,1
02afb1b0-9499-4d5f-a30c-717b9c060140,BirdVox-DCASE-20k,1
02b077ea-4184-4f68-a019-ee1da3c83101,BirdVox-DCASE-20k,1
02b732b7-5afd-49e7-a247-84dc794c8219,BirdVox-DCASE-20k,1
02b77770-1c87-4d71-a8ef-208c9cf2264c,BirdVox-DCASE-20k,1
02b7ba95-be64-4e61-ad90-d12b2caa7d98,BirdVox-DCASE-20k,0
02c5c396-53d3-44c8-a521-b088e8cec181,BirdVox-DCASE-20k,0
02ce5785-95db-4bb4-a940-8d7339e30e3a,BirdVox-DCASE-20k,0
02d15e14-7da7-4c9d-aabe-498f9fb41990,BirdVox-DCASE-20k,1
02d1f460-2029-4b10-ad33-bfaf631ce1e4,BirdVox-DCASE-20k,1
02d2839e-d0bf-4d51-aa64-746d5118f4de,BirdVox-DCASE-20k,0
02d6caf1-dc23-43e7-a2ff-168172f588e7,BirdVox-DCASE-20k,1
02d8a233-f4ea-480c-a68b-dfed5a8cfaac,BirdVox-DCASE-20k,0
02e3ad09-e619-4d19-ac66-d592791b803b,BirdVox-DCASE-20k,1
02e65503-47db-444d-a863-bbc99a1925b5,BirdVox-DCASE-20k,1
02e812ef-ac67-44ab-a3e3-9b90b450016c,BirdVox-DCASE-20k,0
02ea50eb-6272-42aa-adcf-794426fb0e11,BirdVox-DCASE-20k,0
02efa3e5-761e-4f88-a706-fe7c085217df,BirdVox-DCASE-20k,1
02f5c74e-eb4c-46d4-ac6c-389b4a1d6aaa,BirdVox-DCASE-20k,1
02fdcb90-bb24-421d-ad56-4aadb0b24922,BirdVox-DCASE-20k,1
030082bd-fb15-4bb7-a23a-ebb7bdeac512,BirdVox-DCASE-20k,0
0304d450-c8a3-4cd8-a870-4c203fee4650,BirdVox-DCASE-20k,1
0309561a-c0e1-45dc-ad5b-24f225a97c47,BirdVox-DCASE-20k,0
030d01e4-5154-43f9-ab8f-ed7bd2401c1f,BirdVox-DCASE-20k,0
03118daf-daeb-4506-a3fe-4b904e4e1844,BirdVox-DCASE-20k,0
0313a832-44e0-4dd0-ab1d-7364254b4dcd,BirdVox-DCASE-20k,0
03172d4b-b5ea-4d31-a23b-07bfda337918,BirdVox-DCASE-20k,1
032014e7-78e2-4ae9-aa3d-22c63944c08b,BirdVox-DCASE-20k,1
0321f2d0-c206-455a-af5d-dc78b2d2a85d,BirdVox-DCASE-20k,0
03236a83-cce4-4d28-a76e-06c042cb069b,BirdVox-DCASE-20k,1
0328bfb5-9da6-478e-a955-0e3b7d861926,BirdVox-DCASE-20k,1
032a668c-ac44-4d9d-a5c4-2672ceb34114,BirdVox-DCASE-20k,0
0331c2dd-6cd1-41fc-a6f1-34f0a25e6fa9,BirdVox-DCASE-20k,0
03391fa6-1176-40db-ac40-25a8bcdfae75,BirdVox-DCASE-20k,1
033dfd0c-9af0-4d28-acf4-106c5593c19d,BirdVox-DCASE-20k,1
033fdbd4-5a0e-4367-a90e-9c4a98bf69d5,BirdVox-DCASE-20k,1
0340e500-199c-4709-a5d3-2951567e892e,BirdVox-DCASE-20k,0
0341204c-4e21-4f7b-a935-3807b59eccc0,BirdVox-DCASE-20k,0
034aad41-dd77-4cc0-a83b-c7f215d259a3,BirdVox-DCASE-20k,0
034ff372-4f55-412b-a131-c0d9c483081b,BirdVox-DCASE-20k,1
0351bbaa-ad12-42ee-af4c-c2177a0ba221,BirdVox-DCASE-20k,0
03529dfe-a6f5-4906-a2c1-d20e389f6ca5,BirdVox-DCASE-20k,0
0352cedd-eb1e-4d3b-ad0c-6f314f2ba302,BirdVox-DCASE-20k,1
0352e583-e0d3-44b9-abbb-e0f6887d1c25,BirdVox-DCASE-20k,1
0355809f-3f08-479e-a90f-63b8a3a616d5,BirdVox-DCASE-20k,0
035b5986-f3a4-4898-a03e-18a8bbfe13c5,BirdVox-DCASE-20k,0
0365dab2-6c95-4aeb-a33b-5269f57a8bda,BirdVox-DCASE-20k,0
0365f3b1-2cde-4a7e-aad3-01132c309ddf,BirdVox-DCASE-20k,0
036e5b59-1ced-4ea0-a43b-7f14ee7230dd,BirdVox-DCASE-20k,1
03706617-60df-48d7-a48b-49610455584c,BirdVox-DCASE-20k,0
037101a4-a6cf-41f4-a174-404bd9e0057d,BirdVox-DCASE-20k,1
03720167-cb6a-4718-ad23-f94f09ad046f,BirdVox-DCASE-20k,0
03756e85-35c6-47bc-aacb-76f4ed120adb,BirdVox-DCASE-20k,1
0379a066-a51a-43a5-a5e5-4bfae66b5cc8,BirdVox-DCASE-20k,1
0379bcdf-c3a7-4a8a-a56e-f52562b26ce1,BirdVox-DCASE-20k,1
037ccfd2-2a41-4530-a279-989591c0b3e0,BirdVox-DCASE-20k,0
03815b12-1602-4d74-a262-582a820db838,BirdVox-DCASE-20k,0
0386509f-385a-48c2-a283-d7b90ac1b44f,BirdVox-DCASE-20k,1
038d5ab0-ff6a-4aff-a06f-12b2fcf081a7,BirdVox-DCASE-20k,0
039072cd-b3aa-48d1-a147-769c09c3b501,BirdVox-DCASE-20k,1
0390ad4a-c0ec-4746-a17e-6cc4a81e6245,BirdVox-DCASE-20k,0
03948e9a-72e3-4483-a1dd-ccb5a9df4d58,BirdVox-DCASE-20k,1
039a1d8e-0203-46f6-aed4-ea59e82e854b,BirdVox-DCASE-20k,0
039d46c0-685a-4ca2-a7d8-66d86d076b74,BirdVox-DCASE-20k,0
039f8835-659b-4e4a-a673-7ab8c2d4432e,BirdVox-DCASE-20k,0
03a06778-92c4-46e9-a159-47a5d45d40b2,BirdVox-DCASE-20k,0
03a23785-10d1-4ced-a298-248c09a894c8,BirdVox-DCASE-20k,0
03a8f658-1d44-4c02-a91d-05806b1e9e5c,BirdVox-DCASE-20k,0
03aa058e-7a6f-438f-acc5-174a7b5337e3,BirdVox-DCASE-20k,0
03ab6770-0e09-498d-a1db-fbb70f0a862a,BirdVox-DCASE-20k,0
03afecc7-2448-4e83-ac63-8df228914f52,BirdVox-DCASE-20k,0
03b31342-983f-47f5-abc5-3937c9b22acc,BirdVox-DCASE-20k,1
03c29e68-c1d5-47d1-a366-dd94f12daa1c,BirdVox-DCASE-20k,1
03c8a8fc-f13d-4596-a285-49847b934f41,BirdVox-DCASE-20k,0
03c920e0-0bab-45e7-ab6c-16b78fc14c8d,BirdVox-DCASE-20k,0
03c99a51-6fe0-49ee-a41d-5a1acd491fbd,BirdVox-DCASE-20k,1
03ceeb69-03a3-4eb1-aa64-c6643b2b806d,BirdVox-DCASE-20k,0
03cfab04-c586-4510-a4d3-0119a8d6a3c0,BirdVox-DCASE-20k,0
03d9bced-07b0-4a1a-a6a4-8daecea4127e,BirdVox-DCASE-20k,0
03dec452-eeda-4ebf-af48-708d26791aae,BirdVox-DCASE-20k,0
03df5213-4f2e-4604-a852-5a2caee728e5,BirdVox-DCASE-20k,0
03e1dfe9-54e6-4c9e-aa83-f0c307851a7d,BirdVox-DCASE-20k,1
03e209a0-e3d0-4722-a9f0-9f00af5753b4,BirdVox-DCASE-20k,1
03e2edde-fdb1-40aa-a954-6562061cf032,BirdVox-DCASE-20k,0
03eb7483-cb20-4e37-a8f5-ff45bc59bf6c,BirdVox-DCASE-20k,0
03f50fb6-bad7-42cf-afe2-b970dd6bd54f,BirdVox-DCASE-20k,1
03f63f4b-fae1-45c7-aa74-3da0b9745ea0,BirdVox-DCASE-20k,0
03fe2618-ffc0-4db2-afb3-5efe9e721df5,BirdVox-DCASE-20k,1
03fe3b7a-eb3c-4081-a344-3636b8fdc1a2,BirdVox-DCASE-20k,1
03ff9e81-b585-4fa7-ac4e-174068465bdd,BirdVox-DCASE-20k,0
03ffcad2-0023-4937-a286-c2d985af44fc,BirdVox-DCASE-20k,0
04029e3d-f38d-4732-a4f3-ed7d9a5ecce0,BirdVox-DCASE-20k,0
04068c08-d8f1-4cdc-a99d-f653dc8015e3,BirdVox-DCASE-20k,0
040a2831-5cd5-4457-af2d-8b55b6609aa0,BirdVox-DCASE-20k,0
040be843-3802-4ad9-a6e0-696cb61b932d,BirdVox-DCASE-20k,1
040ea8cb-bd0f-47e9-a7bd-a2e5ecc9f126,BirdVox-DCASE-20k,0
0410e099-9dbf-4a4b-a40d-569ba7b0f2c1,BirdVox-DCASE-20k,1
04177019-af03-49d7-a9fa-f472a46bbd34,BirdVox-DCASE-20k,1
0417c247-3615-44f5-a9da-9b03ca9846f8,BirdVox-DCASE-20k,0
04185f35-9ce3-418a-ae2c-85d00258aa41,BirdVox-DCASE-20k,0
041a5849-61c6-4de6-a2f4-06291395a89f,BirdVox-DCASE-20k,1
0421f86e-1e01-4f1e-ad7e-b2cafcf88760,BirdVox-DCASE-20k,0
042338b8-a11f-497f-ae2d-2feeb8a98084,BirdVox-DCASE-20k,1
0424ae86-dfe3-4d94-ab7a-0ed0afaf6c6f,BirdVox-DCASE-20k,1
0425a528-455c-49d1-ae10-0730ca2fc8dc,BirdVox-DCASE-20k,0
04272b1e-b7ca-4b0e-a480-2a3c4746a871,BirdVox-DCASE-20k,0
042991e9-4caa-40eb-aa6a-fe06d49897b7,BirdVox-DCASE-20k,1
042a42fa-a9f8-4334-a327-1e9b5a50c18f,BirdVox-DCASE-20k,0
0432253e-ec99-4dc7-a058-fdf689f53302,BirdVox-DCASE-20k,1
0437fb88-8f83-482e-abf5-73f5a2d88606,BirdVox-DCASE-20k,0
044371d8-398e-4930-aeec-c5e39eb8dd36,BirdVox-DCASE-20k,1
0443ca1e-bd52-41f8-abea-fc9bdc115f79,BirdVox-DCASE-20k,1
0443ee80-e60d-4017-ac59-706ac78d16be,BirdVox-DCASE-20k,1
04459b7a-e1cb-49f4-a42a-58634f390863,BirdVox-DCASE-20k,1
0446eaec-5bfc-4334-a718-f350b972adf3,BirdVox-DCASE-20k,0
044b2a7e-f164-4c8d-a983-dd85f102d0fd,BirdVox-DCASE-20k,1
044dc123-c17c-418e-a73b-08d657d78008,BirdVox-DCASE-20k,1
044fbced-0860-4d3e-a61b-049fb665e0a3,BirdVox-DCASE-20k,0
04534410-9594-454b-ac1a-c4b7253a8980,BirdVox-DCASE-20k,0
04546409-9f18-447e-a57d-27f664f9056c,BirdVox-DCASE-20k,1
04748889-3528-402f-a0b0-11f06b55e0c5,BirdVox-DCASE-20k,1
0474c735-2aed-45a0-a1fb-4cb2e2e52a13,BirdVox-DCASE-20k,1
